ed	margin	winning_party
87083	0.0	Democratic
23047	0.0	Democratic
51019	0.0	Conservative
49056	0.0	Democratic
55044	0.0	Democratic
63050	0.0	Democratic
46065	0.0	Democratic
49014	0.0	Conservative
48045	0.0	Democratic
46019	0.2	Democratic
45009	0.4	Republican
46073	0.5	Democratic
45071	0.6	Democratic
63024	0.7	Democratic
48061	0.7	Democratic
46042	0.7	Democratic
63064	0.8	Democratic
46030	0.8	Democratic
63065	0.9	Democratic
73045	0.9	Democratic
46048	0.9	Democratic
48058	1.0	Democratic
46038	1.0	Democratic
46052	1.0	Democratic
64088	1.0	Republican
63059	1.1	Democratic
63034	1.1	Democratic
48037	1.2	Democratic
30013	1.2	Democratic
73046	1.4	Democratic
23044	1.4	Democratic
42061	1.4	Democratic
64078	1.4	Republican
48019	1.5	Democratic
64083	1.5	Republican
40005	1.5	Republican
46019	1.5	Democratic
23007	1.5	Democratic
46060	1.5	Democratic
46064	1.5	Democratic
73052	1.6	Republican
48011	1.6	Democratic
73046	1.7	Republican
63022	1.7	Democratic
42063	1.8	Democratic
42064	1.8	Democratic
23045	2.1	Democratic
64080	2.1	Democratic
40006	2.2	Republican
48015	2.2	Democratic
46018	2.4	Democratic
63018	2.5	Democratic
46053	2.5	Democratic
48041	2.6	Democratic
73052	2.6	Republican
48042	2.6	Democratic
63029	2.8	Democratic
30017	2.8	Democratic
63060	2.8	Democratic
46050	2.9	Democratic
23049	2.9	Republican
46061	2.9	Republican
46021	3.1	Democratic
63067	3.2	Democratic
63055	3.2	Democratic
63031	3.4	Democratic
46065	3.5	Democratic
23003	3.6	Conservative
59054	3.6	Democratic
46060	3.8	Democratic
46025	3.9	Democratic
63074	3.9	Democratic
45059	4.0	Republican
63047	4.0	Democratic
46020	4.1	Democratic
27030	4.1	Democratic
30016	4.2	Democratic
59058	4.2	Democratic
46044	4.2	Democratic
46023	4.2	Democratic
63028	4.2	Democratic
45043	4.3	Democratic
45012	4.3	Republican
45033	4.3	Democratic
46025	4.3	Democratic
27057	4.4	Democratic
73067	4.4	Democratic
63027	4.4	Democratic
23023	4.4	Democratic
48060	4.5	Democratic
45058	4.5	Republican
66092	4.6	Democratic
46066	4.6	Republican
48055	4.7	Democratic
63053	4.7	Democratic
63023	4.7	Democratic
64079	4.7	Democratic
40007	4.9	Republican
42063	4.9	Democratic
23011	5.0	Democratic
48028	5.0	Democratic
46064	5.0	Democratic
45040	5.1	Democratic
27026	5.2	Democratic
41088	5.3	Republican
48008	5.3	Democratic
27027	5.4	Republican
41086	5.5	Republican
46057	5.5	Republican
45004	5.6	Republican
48054	5.6	Democratic
48013	5.7	Democratic
44041	5.7	Democratic
45053	5.8	Democratic
80003	5.8	Democratic
45018	5.9	Democratic
64049	5.9	Republican
23051	5.9	Democratic
30010	6.0	Democratic
64085	6.1	Democratic
46027	6.1	Democratic
46035	6.1	Democratic
23004	6.1	Democratic
46053	6.1	Democratic
40009	6.2	Democratic
63036	6.2	Democratic
46017	6.4	Republican
46018	6.4	Democratic
63014	6.5	Democratic
45037	6.6	Democratic
73072	6.6	Democratic
46078	6.8	Democratic
45014	6.8	Democratic
48055	6.8	Democratic
63032	6.9	Democratic
48066	6.9	Democratic
48068	7.1	Democratic
27046	7.1	Democratic
46043	7.1	Democratic
40002	7.1	Republican
23040	7.2	Democratic
23009	7.2	Republican
46041	7.2	Democratic
48007	7.3	Democratic
48031	7.3	Democratic
63001	7.3	Democratic
46069	7.4	Republican
64086	7.4	Democratic
41082	7.7	Democratic
46018	7.8	Democratic
73067	7.8	Democratic
48056	7.9	Democratic
48034	8.0	Democratic
46035	8.1	Republican
63069	8.2	Democratic
23041	8.2	Democratic
30018	8.3	Democratic
45044	8.3	Democratic
48037	8.3	Democratic
44081	8.4	Democratic
73061	8.4	Democratic
44003	8.4	Democratic
64040	8.4	Democratic
44026	8.5	Democratic
30008	8.5	Republican
73043	8.6	Democratic
48070	8.6	Republican
45051	8.7	Democratic
45002	8.7	Republican
45013	8.7	Democratic
64076	8.7	Republican
46024	8.7	Republican
46041	8.7	Democratic
73053	8.8	Democratic
63072	8.8	Republican
23027	8.8	Democratic
73060	9.0	Democratic
46074	9.1	Democratic
48005	9.1	Republican
64087	9.2	Republican
48003	9.3	Republican
47009	9.3	Democratic
73061	9.4	Democratic
48056	9.4	Republican
48054	9.5	Democratic
30020	9.6	Democratic
40036	9.6	Democratic
63020	9.6	Democratic
40043	9.7	Democratic
40005	9.7	Republican
48043	9.7	Democratic
63012	9.7	Democratic
23046	9.8	Republican
48014	9.8	Republican
82055	9.9	Democratic
27023	9.9	Republican
63004	10.0	Republican
45011	10.0	Democratic
46047	10.0	Republican
48002	10.1	Democratic
45054	10.1	Democratic
44013	10.1	Democratic
48064	10.2	Democratic
46022	10.2	Democratic
48070	10.3	Democratic
40001	10.4	Republican
44002	10.4	Republican
46038	10.6	Democratic
46044	10.6	Republican
45029	10.7	Democratic
47039	10.7	Democratic
30004	10.8	Democratic
47001	10.8	Democratic
46046	10.8	Democratic
46049	10.9	Democratic
46028	11.0	Republican
46021	11.1	Democratic
42066	11.1	Democratic
63066	11.1	Democratic
46046	11.2	Democratic
76009	11.2	Democratic
40006	11.3	Republican
44025	11.3	Democratic
27024	11.3	Democratic
46024	11.3	Democratic
46024	11.3	Democratic
46001	11.4	Democratic
46057	11.4	Democratic
48002	11.4	Republican
47003	11.4	Democratic
45048	11.5	Democratic
63021	11.6	Republican
48061	11.6	Democratic
38019	11.6	Democratic
48068	11.7	Democratic
63030	11.7	Democratic
44026	11.8	Democratic
40002	11.8	Democratic
46030	11.9	Democratic
23001	11.9	Conservative
48040	12.0	Democratic
75086	12.0	Democratic
82004	12.1	Democratic
76056	12.1	Democratic
73060	12.1	Democratic
46062	12.1	Democratic
48034	12.2	Democratic
46029	12.2	Democratic
64075	12.2	Republican
23010	12.3	Democratic
46025	12.3	Democratic
45069	12.4	Democratic
46022	12.4	Republican
64084	12.4	Republican
73071	12.5	Democratic
46056	12.5	Democratic
23002	12.5	Conservative
48010	12.6	Republican
23048	12.7	Democratic
63033	12.7	Republican
45006	12.8	Republican
45041	12.9	Republican
48006	12.9	Republican
73045	13.0	Democratic
63061	13.0	Democratic
46038	13.0	Democratic
46034	13.0	Democratic
30006	13.1	Republican
46061	13.1	Democratic
40004	13.2	Democratic
45042	13.3	Democratic
48004	13.3	Democratic
48020	13.3	Republican
23004	13.3	Democratic
48033	13.6	Democratic
44067	13.6	Democratic
40031	13.7	Democratic
73058	13.7	Democratic
46072	13.7	Democratic
45038	13.8	Democratic
46058	13.8	Democratic
46017	13.8	Democratic
73056	13.8	Democratic
48033	13.8	Republican
73051	13.8	Democratic
45024	13.9	Democratic
73048	14.0	Democratic
46064	14.0	Democratic
46059	14.1	Democratic
46072	14.2	Republican
47002	14.2	Democratic
44027	14.2	Democratic
23051	14.2	Democratic
30011	14.2	Republican
63035	14.2	Democratic
48001	14.3	Democratic
63008	14.3	Republican
46040	14.3	Democratic
45055	14.3	Democratic
73020	14.3	Democratic
45047	14.3	Democratic
42061	14.4	Republican
30007	14.4	Republican
48014	14.5	Democratic
46047	14.5	Republican
46072	14.5	Republican
63070	14.5	Republican
76022	14.6	Democratic
63073	14.6	Republican
30014	14.6	Republican
48041	14.6	Republican
64077	14.7	Republican
46035	14.7	Democratic
82002	14.8	Democratic
46051	14.8	Republican
76019	14.9	Democratic
45030	14.9	Democratic
46057	15.0	Democratic
48009	15.0	Republican
63054	15.0	Democratic
45070	15.0	Republican
65003	15.0	Democratic
46071	15.1	Republican
44003	15.2	Democratic
64082	15.2	Democratic
48036	15.4	Democratic
82049	15.5	Democratic
40044	15.6	Democratic
45031	15.6	Democratic
73020	15.6	Democratic
47014	15.6	Democratic
45010	15.7	Democratic
45074	15.7	Republican
63049	15.7	Republican
42062	15.7	Democratic
45074	15.8	Democratic
46036	15.8	Republican
46059	15.8	Democratic
46003	15.9	Democratic
63017	15.9	Democratic
73043	15.9	Democratic
46063	16.0	Democratic
42069	16.0	Democratic
48038	16.1	Democratic
63011	16.1	Democratic
63052	16.1	Republican
76014	16.2	Democratic
46052	16.2	Democratic
48047	16.2	Republican
44067	16.2	Democratic
82019	16.2	Democratic
48016	16.3	Democratic
73058	16.4	Democratic
44025	16.4	Democratic
49033	16.5	Democratic
64090	16.5	Republican
73063	16.5	Democratic
23008	16.5	Democratic
63063	16.5	Republican
48018	16.5	Republican
63048	16.5	Republican
63051	16.6	Republican
40001	16.6	Republican
44004	16.6	Scattered
48009	16.6	Democratic
30021	16.7	Democratic
73074	16.7	Democratic
63019	16.8	Democratic
76005	16.9	Democratic
73053	17.0	Democratic
38015	17.0	Democratic
41018	17.1	Democratic
48043	17.1	Democratic
45068	17.2	Democratic
46043	17.2	Democratic
48038	17.2	Democratic
48045	17.2	Democratic
42060	17.3	Republican
46068	17.3	Republican
82002	17.4	Democratic
46031	17.4	Democratic
27001	17.4	Republican
30022	17.4	Democratic
48022	17.5	Republican
48063	17.5	Democratic
73071	17.6	Democratic
46056	17.6	Democratic
73012	17.6	Democratic
73039	17.7	Democratic
40004	17.7	Democratic
46041	17.7	Democratic
46078	17.8	Democratic
44002	17.8	Democratic
40007	17.8	Democratic
46031	17.9	Democratic
63049	18.0	Democratic
73040	18.0	Democratic
80019	18.1	Democratic
63005	18.1	Republican
45035	18.2	Democratic
44021	18.2	Republican
73059	18.2	Democratic
65002	18.2	Democratic
46029	18.2	Democratic
73056	18.2	Democratic
63006	18.3	Republican
40030	18.3	Democratic
48047	18.5	Democratic
46055	18.5	Democratic
73088	18.5	Democratic
73082	18.5	Democratic
48012	18.5	Republican
59059	18.6	Republican
40009	18.6	Democratic
73016	18.7	Democratic
48024	18.7	Democratic
45057	18.7	Democratic
48065	18.8	Democratic
63058	18.8	Democratic
82047	18.8	Democratic
65085	18.9	Democratic
49054	19.0	Democratic
63003	19.1	Democratic
64019	19.1	Republican
46030	19.1	Democratic
23014	19.2	Democratic
59043	19.3	Democratic
46051	19.3	Republican
46061	19.3	Republican
49033	19.5	Democratic
47005	19.5	Democratic
48029	19.6	Democratic
46066	19.6	Democratic
48017	19.7	Republican
46067	19.7	Republican
46054	19.7	Democratic
64053	19.8	Republican
48057	20.0	Democratic
45075	20.0	Democratic
23005	20.0	Republican
42067	20.0	Democratic
80003	20.0	Democratic
46023	20.1	Democratic
82058	20.1	Democratic
38017	20.1	Democratic
63048	20.1	Democratic
46020	20.3	Democratic
45019	20.3	Democratic
49063	20.4	Democratic
45075	20.5	Republican
82004	20.5	Democratic
46022	20.5	Democratic
48067	20.5	Republican
59039	20.6	Democratic
41080	20.6	Democratic
23008	20.6	Republican
63007	20.6	Democratic
63015	20.7	Democratic
49031	20.7	Democratic
48067	20.8	Democratic
48058	20.8	Democratic
45008	21.0	Democratic
48032	21.1	Republican
45023	21.1	Democratic
73054	21.1	Democratic
46026	21.2	Democratic
82044	21.2	Democratic
27049	21.2	Democratic
23046	21.3	Democratic
48052	21.3	Democratic
46069	21.4	Republican
44021	21.4	Democratic
46062	21.4	Democratic
76043	21.5	Democratic
64051	21.5	Republican
47018	21.5	Democratic
40041	21.5	Democratic
73086	21.5	Democratic
63004	21.5	Democratic
76023	21.6	Democratic
63046	21.6	Republican
23052	21.7	Democratic
51024	21.7	Democratic
82044	21.9	Democratic
23052	21.9	Democratic
40042	21.9	Democratic
76064	21.9	Democratic
23006	21.9	Democratic
47062	22.0	Democratic
68010	22.1	Democratic
46048	22.1	Democratic
76008	22.1	Democratic
41036	22.1	Democratic
44023	22.2	Democratic
48022	22.2	Democratic
44023	22.3	Democratic
49053	22.3	Democratic
64050	22.3	Republican
48017	22.3	Democratic
73073	22.4	Democratic
27051	22.4	Republican
38018	22.4	Democratic
73041	22.5	Democratic
38028	22.5	Democratic
73036	22.6	Democratic
30001	22.6	Democratic
73066	22.6	Democratic
48025	22.6	Republican
82001	22.6	Democratic
73062	22.7	Democratic
48046	22.7	Democratic
63009	22.7	Republican
48064	22.8	Republican
49044	22.8	Democratic
73042	22.9	Democratic
48036	22.9	Democratic
63018	22.9	Democratic
33009	22.9	Democratic
46053	22.9	Democratic
30023	22.9	Democratic
43063	22.9	Democratic
82043	22.9	Democratic
82048	23.0	Democratic
48065	23.2	Democratic
80032	23.2	Democratic
49018	23.3	Republican
63028	23.3	Democratic
30027	23.3	Democratic
30026	23.4	Democratic
59034	23.4	Republican
63046	23.5	Democratic
45016	23.5	Democratic
46020	23.5	Democratic
48008	23.5	Republican
44085	23.6	Democratic
42065	23.7	Republican
41042	23.7	Democratic
45064	23.8	Republican
63067	23.8	Democratic
41087	23.8	Democratic
46017	23.8	Republican
76003	23.9	Democratic
41017	23.9	Democratic
76058	23.9	Democratic
48026	23.9	Democratic
73034	23.9	Democratic
38016	23.9	Democratic
42059	23.9	Democratic
48042	24.1	Democratic
48003	24.1	Democratic
48048	24.1	Democratic
48059	24.1	Republican
45062	24.1	Democratic
30015	24.1	Republican
63035	24.2	Republican
30009	24.2	Republican
48059	24.4	Democratic
73054	24.4	Democratic
45034	24.5	Democratic
49044	24.5	Democratic
73087	24.5	Democratic
41083	24.5	Democratic
64045	24.6	Republican
64043	24.6	Republican
48071	24.7	Republican
73072	24.7	Democratic
45003	24.7	Republican
30005	24.8	Republican
45005	24.8	Republican
49045	24.8	Democratic
30024	24.9	Democratic
73079	24.9	Democratic
63006	25.0	Democratic
48039	25.0	Republican
46027	25.0	Democratic
63064	25.0	Democratic
64081	25.0	Democratic
59055	25.1	Republican
46019	25.1	Democratic
73013	25.1	Democratic
48040	25.2	Republican
48046	25.2	Republican
73066	25.3	Democratic
73065	25.3	Democratic
41094	25.3	Democratic
23003	25.3	Republican
45015	25.4	Democratic
46062	25.4	Democratic
82046	25.4	Democratic
82045	25.5	Democratic
47042	25.5	Democratic
40052	25.5	Democratic
45050	25.5	Democratic
23009	25.6	Democratic
48029	25.6	Republican
63059	25.6	Democratic
47011	25.7	Democratic
45026	25.7	Democratic
76009	25.7	Democratic
46043	25.8	Democratic
63062	25.8	Democratic
48026	25.8	Republican
33007	25.9	Democratic
82057	25.9	Democratic
48052	25.9	Republican
27018	25.9	Democratic
48062	26.0	Democratic
65012	26.1	Democratic
73033	26.1	Democratic
73027	26.2	Democratic
46039	26.2	Democratic
76048	26.2	Democratic
46050	26.3	Republican
30012	26.3	Republican
47008	26.3	Democratic
68008	26.4	Democratic
41081	26.4	Democratic
73077	26.4	Democratic
23011	26.4	Democratic
73012	26.4	Democratic
42038	26.5	Republican
43057	26.5	Democratic
73080	26.5	Democratic
48021	26.5	Republican
48031	26.6	Democratic
64042	26.6	Republican
23045	26.6	Democratic
82055	26.6	Democratic
45066	26.7	Republican
49057	26.8	Democratic
41004	26.8	Democratic
73081	26.9	Democratic
48030	26.9	Republican
41084	26.9	Democratic
46026	26.9	Democratic
46042	26.9	Republican
76050	26.9	Democratic
82043	27.0	Democratic
73064	27.0	Democratic
46063	27.0	Democratic
23039	27.0	Democratic
82046	27.1	Democratic
23006	27.1	Republican
40032	27.1	Democratic
46003	27.1	Democratic
46021	27.1	Republican
45064	27.1	Democratic
27059	27.1	Democratic
42067	27.1	Democratic
48050	27.2	Democratic
46060	27.2	Democratic
49051	27.2	Democratic
33002	27.3	Democratic
76022	27.3	Democratic
46001	27.4	Democratic
82047	27.4	Democratic
64052	27.4	Republican
48062	27.5	Democratic
27050	27.5	Democratic
76062	27.5	Democratic
27065	27.5	Democratic
48023	27.5	Democratic
76067	27.6	Democratic
41044	27.6	Democratic
73050	27.7	Democratic
73037	27.7	Democratic
73078	27.8	Democratic
73032	27.8	Democratic
48016	27.8	Republican
48023	27.8	Republican
73063	27.8	Democratic
48004	27.8	Democratic
80033	27.9	Democratic
63025	27.9	Democratic
76033	27.9	Democratic
23001	28.0	Republican
44027	28.0	Democratic
76057	28.0	Democratic
73089	28.0	Democratic
59057	28.0	Democratic
27025	28.0	Republican
73089	28.0	Democratic
48032	28.1	Democratic
46055	28.1	Democratic
82058	28.1	Democratic
23040	28.2	Democratic
27048	28.2	Democratic
44004	28.2	Democratic
82005	28.2	Democratic
45049	28.2	Republican
46052	28.3	Democratic
63020	28.3	Democratic
23041	28.3	Democratic
48001	28.3	Democratic
63005	28.3	Democratic
44041	28.4	Democratic
82048	28.4	Democratic
82062	28.4	Democratic
73088	28.4	Democratic
46050	28.4	Republican
63066	28.5	Democratic
49036	28.5	Democratic
64044	28.6	Republican
27043	28.6	Democratic
30019	28.6	Democratic
45036	28.6	Democratic
23013	28.7	Democratic
76014	28.7	Democratic
73055	28.7	Democratic
38013	28.7	Democratic
46028	28.7	Democratic
73051	28.7	Democratic
46065	28.8	Democratic
73038	28.8	Democratic
45069	28.8	Democratic
46049	28.8	Democratic
82057	28.8	Democratic
46039	28.8	Democratic
45070	28.9	Democratic
46054	28.9	Democratic
63051	28.9	Democratic
43013	29.0	Democratic
82056	29.0	Democratic
51026	29.1	Democratic
49055	29.2	Democratic
43040	29.2	Democratic
73002	29.2	Democratic
48007	29.2	Democratic
73078	29.2	Democratic
23007	29.2	Republican
27023	29.2	Democratic
76049	29.4	Democratic
46036	29.4	Republican
46068	29.4	Republican
33001	29.5	Democratic
59053	29.5	Republican
23002	29.7	Republican
23050	29.7	Democratic
41079	29.7	Democratic
41056	29.7	Democratic
25038	29.7	Democratic
41010	29.8	Democratic
23044	29.8	Democratic
33006	29.9	Democratic
44001	29.9	Democratic
24033	29.9	Democratic
48030	30.0	Democratic
46036	30.0	Republican
47007	30.0	Democratic
73002	30.0	Democratic
27001	30.0	Democratic
27066	30.0	Democratic
76011	30.0	Democratic
48028	30.1	Republican
76006	30.1	Democratic
46067	30.1	Republican
59038	30.1	Republican
80032	30.2	Democratic
73040	30.2	Democratic
46048	30.2	Democratic
73057	30.2	Democratic
40048	30.3	Democratic
40027	30.3	Democratic
47029	30.4	Democratic
73034	30.4	Democratic
49063	30.4	Democratic
80037	30.4	Democratic
40013	30.5	Democratic
82033	30.5	Democratic
63047	30.5	Democratic
23010	30.5	Democratic
76019	30.5	Democratic
49054	30.6	Democratic
47066	30.6	Democratic
47047	30.6	Democratic
63063	30.7	Democratic
80005	30.7	Democratic
46074	30.7	Democratic
63052	30.7	Democratic
64038	30.8	Republican
59033	30.9	Republican
76025	30.9	Democratic
49048	30.9	Democratic
46045	31.0	Democratic
42069	31.0	Republican
59035	31.0	Republican
23049	31.1	Democratic
76065	31.1	Democratic
73047	31.1	Democratic
73062	31.1	Democratic
63033	31.1	Democratic
40038	31.1	Democratic
49028	31.2	Democratic
76023	31.2	Democratic
45058	31.2	Democratic
63026	31.2	Democratic
73007	31.2	Democratic
80019	31.2	Democratic
82001	31.2	Democratic
59052	31.3	Republican
42062	31.3	Republican
48021	31.4	Democratic
82020	31.4	Democratic
49031	31.4	Democratic
47034	31.5	Democratic
82041	31.5	Democratic
76059	31.5	Democratic
38022	31.6	Democratic
45039	31.6	Democratic
46040	31.7	Democratic
48013	31.7	Democratic
48066	31.7	Republican
65092	31.7	Democratic
59040	31.8	Republican
30025	31.8	Democratic
41009	31.8	Democratic
73026	31.9	Democratic
65011	31.9	Democratic
38012	32.0	Democratic
68011	32.0	Democratic
73075	32.0	Democratic
47038	32.0	Democratic
76042	32.0	Democratic
27059	32.1	Democratic
76013	32.1	Democratic
76075	32.1	Democratic
27081	32.1	Democratic
23050	32.2	Democratic
73083	32.2	Democratic
46063	32.2	Democratic
27068	32.2	Democratic
41007	32.2	Democratic
76068	32.2	Democratic
76070	32.3	Democratic
46045	32.3	Democratic
63025	32.3	Democratic
63009	32.3	Democratic
33011	32.3	Democratic
48027	32.4	Democratic
80031	32.5	Democratic
27022	32.5	Democratic
40026	32.5	Democratic
76077	32.6	Democratic
73028	32.6	Democratic
25035	32.6	Democratic
82019	32.6	Democratic
47067	32.6	Democratic
25043	32.7	Democratic
40033	32.7	Democratic
63062	32.7	Republican
48005	32.7	Democratic
73017	32.8	Democratic
73014	32.8	Democratic
47045	32.8	Democratic
41022	32.8	Democratic
73036	32.9	Democratic
76031	33.0	Democratic
48044	33.0	Democratic
40003	33.0	Democratic
76078	33.0	Democratic
49048	33.0	Democratic
27054	33.0	Democratic
48006	33.1	Democratic
30030	33.1	Democratic
73031	33.1	Democratic
73042	33.1	Democratic
23005	33.2	Democratic
46049	33.2	Democratic
73039	33.2	Democratic
68009	33.2	Democratic
38011	33.3	Democratic
30003	33.3	Democratic
25066	33.3	Democratic
46051	33.3	Republican
49014	33.3	Democratic
45052	33.3	Democratic
65014	33.3	Democratic
80075	33.3	Democratic
44022	33.3	Democratic
59046	33.3	Democratic
63065	33.3	Democratic
41088	33.3	Democratic
48024	33.4	Republican
63056	33.5	Democratic
73011	33.5	Democratic
40047	33.5	Democratic
73022	33.5	Democratic
73048	33.6	Democratic
80035	33.6	Democratic
48010	33.7	Democratic
47013	33.7	Democratic
82045	33.7	Democratic
25058	33.7	Democratic
45001	33.8	Republican
23064	33.9	Democratic
41006	33.9	Democratic
82042	33.9	Democratic
74086	33.9	Democratic
82049	33.9	Democratic
73064	34.0	Democratic
65001	34.0	Democratic
46042	34.0	Republican
25029	34.0	Democratic
48027	34.0	Republican
73049	34.0	Democratic
76058	34.0	Democratic
41035	34.1	Democratic
63013	34.1	Democratic
73059	34.1	Democratic
40015	34.2	Democratic
51016	34.2	Democratic
73068	34.2	Democratic
44024	34.2	Democratic
75091	34.2	Democratic
76069	34.2	Democratic
76021	34.2	Democratic
46002	34.4	Democratic
23047	34.4	Democratic
41012	34.4	Democratic
73025	34.5	Democratic
59051	34.5	Republican
40016	34.5	Democratic
41070	34.5	Democratic
82060	34.6	Democratic
46034	34.6	Democratic
73079	34.6	Democratic
46068	34.6	Republican
76040	34.7	Democratic
76028	34.7	Democratic
75091	34.7	Democratic
49043	34.7	Democratic
82007	34.7	Democratic
73070	34.7	Democratic
40014	34.7	Democratic
49062	34.7	Democratic
49058	34.7	Democratic
73086	34.7	Democratic
24032	34.8	Democratic
76039	34.8	Democratic
63036	34.8	Democratic
64082	34.8	Republican
47043	34.9	Democratic
82003	34.9	Democratic
76066	34.9	Democratic
76063	35.0	Democratic
67101	35.0	Democratic
82032	35.0	Democratic
82107	35.1	Democratic
73076	35.1	Democratic
42064	35.1	Republican
27025	35.1	Democratic
73018	35.1	Democratic
46071	35.1	Republican
25037	35.2	Democratic
73082	35.2	Democratic
73005	35.2	Democratic
73041	35.3	Democratic
63002	35.3	Democratic
45068	35.3	Democratic
76089	35.3	Democratic
82052	35.4	Democratic
82005	35.4	Democratic
80004	35.4	Democratic
82040	35.5	Democratic
30033	35.6	Democratic
82061	35.6	Democratic
41042	35.6	Democratic
76005	35.6	Democratic
41072	35.7	Democratic
46029	35.7	Democratic
76072	35.7	Democratic
73029	35.7	Democratic
74086	35.8	Democratic
59044	35.8	Republican
47006	35.8	Democratic
74084	35.8	Democratic
59050	35.8	Democratic
47063	35.8	Democratic
82003	35.8	Democratic
63016	35.8	Democratic
63010	35.8	Democratic
82060	35.9	Democratic
80034	35.9	Democratic
76004	35.9	Democratic
59060	35.9	Republican
47065	36.0	Democratic
47016	36.0	Democratic
48060	36.0	Republican
42036	36.0	Democratic
59037	36.1	Republican
46027	36.2	Democratic
73038	36.2	Democratic
76065	36.3	Democratic
48025	36.3	Democratic
41071	36.3	Democratic
45072	36.3	Democratic
80066	36.4	Democratic
73074	36.4	Democratic
45067	36.4	Democratic
63060	36.4	Democratic
81028	36.4	Democratic
33008	36.5	Democratic
80031	36.5	Democratic
64047	36.5	Republican
41046	36.5	Democratic
63061	36.5	Democratic
76035	36.6	Democratic
82040	36.6	Democratic
46026	36.6	Democratic
60074	36.6	Democratic
23028	36.6	Democratic
73023	36.6	Democratic
59045	36.7	Republican
76044	36.7	Democratic
46040	36.8	Democratic
65090	36.8	Democratic
76030	36.8	Democratic
73077	36.8	Democratic
27053	36.8	Democratic
48035	36.8	Democratic
63068	36.8	Democratic
76030	36.8	Democratic
47012	36.8	Democratic
45073	36.9	Democratic
76020	36.9	Democratic
75089	36.9	Democratic
49028	37.0	Democratic
63019	37.0	Democratic
41057	37.0	Democratic
41089	37.0	Democratic
46071	37.1	Republican
41077	37.1	Democratic
73035	37.1	Democratic
23025	37.1	Democratic
63050	37.1	Democratic
73027	37.2	Democratic
82025	37.2	Democratic
73087	37.2	Democratic
76034	37.2	Democratic
80005	37.3	Democratic
41058	37.4	Democratic
64081	37.4	Republican
82036	37.5	Democratic
24038	37.5	Democratic
44081	37.5	Democratic
68008	37.5	Democratic
85018	37.5	Democratic
40017	37.5	Democratic
81027	37.5	Democratic
73073	37.5	Democratic
47056	37.6	Democratic
27057	37.6	Republican
46070	37.6	Republican
48051	37.6	Republican
75054	37.6	Democratic
41008	37.6	Democratic
76002	37.7	Democratic
41019	37.7	Democratic
49052	37.7	Democratic
73004	37.7	Democratic
44024	37.7	Democratic
66070	37.7	Democratic
44043	37.7	Democratic
45071	37.8	Democratic
47040	37.9	Democratic
25036	37.9	Democratic
63057	37.9	Democratic
51061	37.9	Democratic
76003	37.9	Democratic
59036	37.9	Republican
45027	37.9	Democratic
76054	37.9	Democratic
66001	38.0	Democratic
40014	38.0	Democratic
47026	38.0	Democratic
41078	38.0	Democratic
81032	38.0	Democratic
25040	38.1	Democratic
63027	38.1	Democratic
47059	38.1	Democratic
73011	38.1	Democratic
82006	38.2	Democratic
41059	38.2	Democratic
41074	38.2	Democratic
38014	38.2	Democratic
45065	38.2	Republican
65004	38.3	Democratic
73021	38.3	Democratic
82041	38.3	Democratic
76004	38.3	Democratic
63008	38.4	Democratic
82062	38.4	Democratic
24025	38.4	Democratic
27051	38.5	Democratic
80029	38.5	Democratic
27063	38.5	Democratic
45032	38.5	Democratic
65009	38.6	Democratic
73065	38.6	Democratic
74084	38.7	Democratic
76029	38.7	Democratic
45054	38.8	Democratic
80004	38.8	Democratic
65087	38.8	Democratic
76061	38.9	Democratic
49053	38.9	Democratic
82020	38.9	Democratic
27067	38.9	Democratic
23062	39.0	Democratic
46059	39.0	Democratic
76047	39.0	Democratic
76024	39.0	Democratic
49046	39.0	Democratic
76033	39.0	Democratic
24024	39.0	Democratic
76029	39.0	Democratic
76088	39.1	Democratic
40029	39.1	Democratic
76046	39.1	Democratic
40013	39.1	Democratic
73032	39.2	Democratic
63026	39.2	Democratic
45053	39.2	Democratic
73069	39.2	Democratic
40023	39.3	Democratic
76066	39.3	Democratic
76035	39.3	Democratic
25061	39.4	Democratic
41001	39.4	Democratic
65022	39.4	Democratic
51062	39.4	Democratic
41090	39.4	Democratic
46044	39.4	Democratic
48051	39.5	Democratic
80030	39.5	Democratic
73005	39.5	Democratic
47058	39.6	Democratic
73007	39.6	Democratic
51024	39.7	Democratic
63034	39.7	Democratic
46034	39.7	Democratic
45052	39.7	Democratic
46073	39.7	Democratic
75051	39.7	Democratic
82056	39.7	Democratic
68010	39.7	Democratic
23014	39.7	Democratic
82042	39.8	Democratic
33005	39.8	Democratic
64046	39.8	Republican
45028	39.8	Democratic
59042	39.8	Republican
24034	39.9	Democratic
63022	39.9	Democratic
41016	39.9	Democratic
42060	40.0	Republican
48049	40.0	Democratic
27005	40.0	Democratic
47019	40.0	Democratic
25039	40.0	Democratic
76046	40.0	Democratic
81031	40.0	Democratic
47061	40.0	Democratic
82035	40.0	Democratic
45049	40.0	Democratic
27030	40.1	Democratic
48039	40.1	Democratic
59061	40.2	Republican
47046	40.2	Democratic
40030	40.2	Democratic
41002	40.2	Democratic
45017	40.3	Democratic
49045	40.3	Democratic
76045	40.3	Democratic
63029	40.4	Democratic
46045	40.4	Democratic
64034	40.4	Republican
80035	40.4	Democratic
76028	40.5	Democratic
76055	40.5	Democratic
40049	40.5	Democratic
44005	40.5	Democratic
