ed	margin	winning_party
37004	98.8	Democratic
28064	98.8	Democratic
54007	98.8	Democratic
53080	98.8	Democratic
53073	98.8	Democratic
53029	98.8	Democratic
33025	98.8	Democratic
53066	98.8	Democratic
43053	98.8	Democratic
32027	98.8	Democratic
72004	98.8	Democratic
31058	98.8	Democratic
36057	98.8	Democratic
30069	98.8	Democratic
36064	98.8	Democratic
28043	98.8	Democratic
61033	98.8	Democratic
32028	98.8	Democratic
28062	98.8	Democratic
32027	98.8	Democratic
29004	98.8	Democratic
34042	98.8	Democratic
82096	98.8	Democratic
29060	98.8	Democratic
69021	98.8	Democratic
37063	98.8	Democratic
50091	98.8	Democratic
50005	98.8	Democratic
37052	98.8	Democratic
37043	98.8	Democratic
67083	98.8	Democratic
37031	98.8	Democratic
57087	98.8	Democratic
77040	98.8	Democratic
57004	98.8	Democratic
68061	98.8	Democratic
39044	98.8	Democratic
77025	98.8	Democratic
28023	98.8	Democratic
34045	98.8	Democratic
34009	98.8	Democratic
77074	98.8	Democratic
38017	98.8	Democratic
36037	98.8	Democratic
69074	98.8	Democratic
36048	98.8	Democratic
58081	98.8	Democratic
36031	98.8	Democratic
57086	98.8	Democratic
86001	98.8	Democratic
39049	98.8	Democratic
36032	98.8	Democratic
32074	98.9	Democratic
31010	98.9	Democratic
36055	98.9	Democratic
66062	98.9	Democratic
43007	98.9	Democratic
36019	98.9	Democratic
36001	98.9	Democratic
32067	98.9	Democratic
31048	98.9	Democratic
31046	98.9	Democratic
66055	98.9	Democratic
31024	98.9	Democratic
39018	98.9	Democratic
66073	98.9	Democratic
66068	98.9	Democratic
28021	98.9	Democratic
53055	98.9	Democratic
67047	98.9	Democratic
57095	98.9	Democratic
33019	98.9	Democratic
34025	98.9	Democratic
69054	98.9	Democratic
58030	98.9	Democratic
34015	98.9	Democratic
33023	98.9	Democratic
72043	98.9	Democratic
58051	98.9	Democratic
69075	98.9	Democratic
69079	98.9	Democratic
58083	98.9	Democratic
69091	98.9	Democratic
57085	98.9	Democratic
32063	98.9	Democratic
77007	98.9	Democratic
43024	98.9	Democratic
66083	98.9	Democratic
67063	98.9	Democratic
61028	98.9	Democratic
50041	98.9	Democratic
32030	98.9	Democratic
69001	98.9	Democratic
53051	98.9	Democratic
69016	98.9	Democratic
36034	98.9	Democratic
53045	98.9	Democratic
67084	98.9	Democratic
50003	98.9	Democratic
36065	98.9	Democratic
35003	98.9	Democratic
36053	98.9	Democratic
43024	98.9	Democratic
28060	98.9	Democratic
61003	98.9	Democratic
53060	98.9	Democratic
53021	98.9	Democratic
57060	98.9	Democratic
57065	98.9	Democratic
58007	98.9	Democratic
58015	98.9	Democratic
39030	98.9	Democratic
58079	98.9	Democratic
35027	98.9	Democratic
28037	98.9	Democratic
35050	98.9	Democratic
37018	98.9	Democratic
61015	98.9	Democratic
72027	98.9	Democratic
34009	98.9	Democratic
72023	98.9	Democratic
29062	98.9	Democratic
34045	98.9	Democratic
37021	98.9	Democratic
37023	98.9	Democratic
28077	98.9	Democratic
34044	98.9	Democratic
55088	98.9	Democratic
37027	98.9	Democratic
29048	98.9	Democratic
24006	98.9	Democratic
24003	98.9	Democratic
37042	99.0	Democratic
39049	99.0	Democratic
56023	99.0	Democratic
67017	99.0	Democratic
50002	99.0	Democratic
56016	99.0	Democratic
56018	99.0	Democratic
69004	99.0	Democratic
37056	99.0	Democratic
67039	99.0	Democratic
57014	99.0	Democratic
57029	99.0	Democratic
39014	99.0	Democratic
57049	99.0	Democratic
77012	99.0	Democratic
56038	99.0	Democratic
56026	99.0	Democratic
67077	99.0	Democratic
53008	99.0	Democratic
66050	99.0	Democratic
67071	99.0	Democratic
37008	99.0	Democratic
66054	99.0	Democratic
57037	99.0	Democratic
57067	99.0	Democratic
35051	99.0	Democratic
58001	99.0	Democratic
55075	99.0	Democratic
58038	99.0	Democratic
36021	99.0	Democratic
37030	99.0	Democratic
66063	99.0	Democratic
66061	99.0	Democratic
66060	99.0	Democratic
50090	99.0	Democratic
31018	99.0	Democratic
43047	99.0	Democratic
32035	99.0	Democratic
32053	99.0	Democratic
28041	99.0	Democratic
35008	99.0	Democratic
35011	99.0	Democratic
83001	99.0	Democratic
79079	99.0	Democratic
33006	99.0	Democratic
29001	99.0	Democratic
57067	99.0	Democratic
83024	99.0	Democratic
83039	99.0	Democratic
83043	99.0	Democratic
43045	99.0	Democratic
43050	99.0	Democratic
34048	99.0	Democratic
61029	99.0	Democratic
31018	99.0	Democratic
31059	99.0	Democratic
32003	99.0	Democratic
72074	99.0	Democratic
32069	99.0	Democratic
32068	99.0	Democratic
34027	99.0	Democratic
34041	99.0	Democratic
32031	99.0	Democratic
32004	99.0	Democratic
28075	99.0	Democratic
43039	99.0	Democratic
31063	99.0	Democratic
79003	99.0	Democratic
66038	99.0	Democratic
61054	99.0	Democratic
36035	99.0	Democratic
36049	99.0	Democratic
28042	99.0	Democratic
36020	99.0	Democratic
36021	99.0	Democratic
66030	99.0	Democratic
28038	99.0	Democratic
33072	99.0	Democratic
36034	99.0	Democratic
28019	99.0	Democratic
28005	99.0	Democratic
24037	99.0	Democratic
33061	99.0	Democratic
36053	99.0	Democratic
57094	99.0	Democratic
36067	99.0	Democratic
67007	99.0	Democratic
37029	99.0	Democratic
36062	99.0	Democratic
34051	99.0	Democratic
36060	99.0	Democratic
34049	99.0	Democratic
28011	99.1	Democratic
36046	99.1	Democratic
34025	99.1	Democratic
37028	99.1	Democratic
34024	99.1	Democratic
66031	99.1	Democratic
66011	99.1	Democratic
37064	99.1	Democratic
34008	99.1	Democratic
37001	99.1	Democratic
28017	99.1	Democratic
29059	99.1	Democratic
61065	99.1	Democratic
35035	99.1	Democratic
36003	99.1	Democratic
61060	99.1	Democratic
35049	99.1	Democratic
61056	99.1	Democratic
35052	99.1	Democratic
28067	99.1	Democratic
35042	99.1	Democratic
39037	99.1	Democratic
31057	99.1	Democratic
31051	99.1	Democratic
36001	99.1	Democratic
61031	99.1	Democratic
36028	99.1	Democratic
28056	99.1	Democratic
31017	99.1	Democratic
36023	99.1	Democratic
67056	99.1	Democratic
39035	99.1	Democratic
67045	99.1	Democratic
35010	99.1	Democratic
28039	99.1	Democratic
56078	99.1	Democratic
57010	99.1	Democratic
43075	99.1	Democratic
43073	99.1	Democratic
72010	99.1	Democratic
53072	99.1	Democratic
36038	99.1	Democratic
43019	99.1	Democratic
53017	99.1	Democratic
79063	99.1	Democratic
34017	99.1	Democratic
79082	99.1	Democratic
56067	99.1	Democratic
43020	99.1	Democratic
33070	99.1	Democratic
34024	99.1	Democratic
43068	99.1	Democratic
57024	99.1	Democratic
43038	99.1	Democratic
24040	99.1	Democratic
53007	99.1	Democratic
53009	99.1	Democratic
53013	99.1	Democratic
24043	99.1	Democratic
57025	99.1	Democratic
83059	99.1	Democratic
33036	99.1	Democratic
58018	99.1	Democratic
33050	99.1	Democratic
83074	99.1	Democratic
57057	99.1	Democratic
33052	99.1	Democratic
58076	99.1	Democratic
43044	99.1	Democratic
53046	99.1	Democratic
43019	99.1	Democratic
56014	99.1	Democratic
36008	99.1	Democratic
30067	99.1	Democratic
56037	99.1	Democratic
66053	99.1	Democratic
50059	99.1	Democratic
67093	99.1	Democratic
43018	99.1	Democratic
69003	99.1	Democratic
29066	99.1	Democratic
29057	99.1	Democratic
39007	99.1	Democratic
66081	99.1	Democratic
69044	99.1	Democratic
30040	99.1	Democratic
35017	99.1	Democratic
77047	99.1	Democratic
55094	99.1	Democratic
69024	99.1	Democratic
50011	99.1	Democratic
67082	99.1	Democratic
29064	99.1	Democratic
66043	99.1	Democratic
50015	99.1	Democratic
56043	99.1	Democratic
56001	99.1	Democratic
72022	99.1	Democratic
72032	99.1	Democratic
32042	99.2	Democratic
31063	99.2	Democratic
57097	99.2	Democratic
28004	99.2	Democratic
36020	99.2	Democratic
35021	99.2	Democratic
24017	99.2	Democratic
39046	99.2	Democratic
50026	99.2	Democratic
37044	99.2	Democratic
43016	99.2	Democratic
39009	99.2	Democratic
72009	99.2	Democratic
50017	99.2	Democratic
58050	99.2	Democratic
58028	99.2	Democratic
43009	99.2	Democratic
57074	99.2	Democratic
58060	99.2	Democratic
50057	99.2	Democratic
36066	99.2	Democratic
57042	99.2	Democratic
57041	99.2	Democratic
37005	99.2	Democratic
31051	99.2	Democratic
72063	99.2	Democratic
57044	99.2	Democratic
57061	99.2	Democratic
32022	99.2	Democratic
77030	99.2	Democratic
77038	99.2	Democratic
53076	99.2	Democratic
32059	99.2	Democratic
43033	99.2	Democratic
79033	99.2	Democratic
29006	99.2	Democratic
35004	99.2	Democratic
35007	99.2	Democratic
57002	99.2	Democratic
61017	99.2	Democratic
56045	99.2	Democratic
71023	99.2	Democratic
29039	99.2	Democratic
67066	99.2	Democratic
67057	99.2	Democratic
67095	99.2	Democratic
67037	99.2	Democratic
69015	99.2	Democratic
69026	99.2	Democratic
69031	99.2	Democratic
69039	99.2	Democratic
67014	99.2	Democratic
67006	99.2	Democratic
69055	99.2	Democratic
34003	99.2	Democratic
29065	99.2	Democratic
69081	99.2	Democratic
66027	99.2	Democratic
34029	99.2	Democratic
34037	99.2	Democratic
29069	99.2	Democratic
31012	99.2	Democratic
56070	99.2	Democratic
53022	99.2	Democratic
53024	99.2	Democratic
57048	99.2	Democratic
53033	99.2	Democratic
36010	99.2	Democratic
53048	99.2	Democratic
36012	99.2	Democratic
33034	99.2	Democratic
32020	99.2	Democratic
35023	99.2	Democratic
53057	99.2	Democratic
57028	99.2	Democratic
35019	99.2	Democratic
34010	99.3	Democratic
56019	99.3	Democratic
34028	99.3	Democratic
36027	99.3	Democratic
36022	99.3	Democratic
31043	99.3	Democratic
56015	99.3	Democratic
34022	99.3	Democratic
58004	99.3	Democratic
34021	99.3	Democratic
53020	99.3	Democratic
57060	99.3	Democratic
58025	99.3	Democratic
35016	99.3	Democratic
29055	99.3	Democratic
36052	99.3	Democratic
43049	99.3	Democratic
36055	99.3	Democratic
53001	99.3	Democratic
28047	99.3	Democratic
36057	99.3	Democratic
58061	99.3	Democratic
36061	99.3	Democratic
53063	99.3	Democratic
57009	99.3	Democratic
53058	99.3	Democratic
35015	99.3	Democratic
53047	99.3	Democratic
56053	99.3	Democratic
35041	99.3	Democratic
36039	99.3	Democratic
58079	99.3	Democratic
29054	99.3	Democratic
36040	99.3	Democratic
29022	99.3	Democratic
58032	99.3	Democratic
57047	99.3	Democratic
53075	99.3	Democratic
37049	99.3	Democratic
35043	99.3	Democratic
43004	99.3	Democratic
32070	99.3	Democratic
83063	99.3	Democratic
31024	99.3	Democratic
33032	99.3	Democratic
43067	99.3	Democratic
31010	99.3	Democratic
28070	99.3	Democratic
31048	99.3	Democratic
32033	99.3	Democratic
61022	99.3	Democratic
32040	99.3	Democratic
61008	99.3	Democratic
31050	99.3	Democratic
32017	99.3	Democratic
32015	99.3	Democratic
43006	99.3	Democratic
33059	99.3	Democratic
33058	99.3	Democratic
28026	99.3	Democratic
28027	99.3	Democratic
32042	99.3	Democratic
79048	99.3	Democratic
32064	99.3	Democratic
69065	99.3	Democratic
66032	99.3	Democratic
69061	99.3	Democratic
69048	99.3	Democratic
69041	99.3	Democratic
69040	99.3	Democratic
69020	99.3	Democratic
67032	99.3	Democratic
67041	99.3	Democratic
66051	99.3	Democratic
32065	99.3	Democratic
32068	99.3	Democratic
69087	99.3	Democratic
29058	99.3	Democratic
66026	99.3	Democratic
61053	99.3	Democratic
32058	99.3	Democratic
32063	99.3	Democratic
66025	99.3	Democratic
32030	99.3	Democratic
33062	99.3	Democratic
50044	99.3	Democratic
57053	99.3	Democratic
57048	99.3	Democratic
34013	99.3	Democratic
57035	99.3	Democratic
33066	99.3	Democratic
57024	99.3	Democratic
33067	99.3	Democratic
32064	99.3	Democratic
43026	99.3	Democratic
43021	99.3	Democratic
32070	99.3	Democratic
32071	99.3	Democratic
34063	99.3	Democratic
50049	99.3	Democratic
32053	99.3	Democratic
72054	99.3	Democratic
36002	99.3	Democratic
58067	99.3	Democratic
57075	99.3	Democratic
50054	99.3	Democratic
72071	99.3	Democratic
57078	99.3	Democratic
58024	99.3	Democratic
58030	99.3	Democratic
58037	99.3	Democratic
72075	99.3	Democratic
58033	99.3	Democratic
29067	99.4	Democratic
50031	99.4	Democratic
29059	99.4	Democratic
50043	99.4	Democratic
29043	99.4	Democratic
50029	99.4	Democratic
53016	99.4	Democratic
32028	99.4	Democratic
28006	99.4	Democratic
43027	99.4	Democratic
32033	99.4	Democratic
32016	99.4	Democratic
32037	99.4	Democratic
32003	99.4	Democratic
32043	99.4	Democratic
43041	99.4	Democratic
28031	99.4	Democratic
31052	99.4	Democratic
53035	99.4	Democratic
53043	99.4	Democratic
32060	99.4	Democratic
31044	99.4	Democratic
31032	99.4	Democratic
53056	99.4	Democratic
43066	99.4	Democratic
30048	99.4	Democratic
53059	99.4	Democratic
43022	99.4	Democratic
32066	99.4	Democratic
53071	99.4	Democratic
43018	99.4	Democratic
29033	99.4	Democratic
43015	99.4	Democratic
29034	99.4	Democratic
53069	99.4	Democratic
67068	99.4	Democratic
37039	99.4	Democratic
72060	99.4	Democratic
37032	99.4	Democratic
83065	99.4	Democratic
83040	99.4	Democratic
58058	99.4	Democratic
72050	99.4	Democratic
58033	99.4	Democratic
58012	99.4	Democratic
58011	99.4	Democratic
83029	99.4	Democratic
58005	99.4	Democratic
37058	99.4	Democratic
72078	99.4	Democratic
37059	99.4	Democratic
83014	99.4	Democratic
57088	99.4	Democratic
83022	99.4	Democratic
36008	99.4	Democratic
56051	99.4	Democratic
56050	99.4	Democratic
39045	99.4	Democratic
56047	99.4	Democratic
39006	99.4	Democratic
69093	99.4	Democratic
69073	99.4	Democratic
69045	99.4	Democratic
66034	99.4	Democratic
67067	99.4	Democratic
67074	99.4	Democratic
56003	99.4	Democratic
39031	99.4	Democratic
69072	99.4	Democratic
56061	99.4	Democratic
56054	99.4	Democratic
66018	99.4	Democratic
83009	99.4	Democratic
57079	99.4	Democratic
57076	99.4	Democratic
57063	99.4	Democratic
61048	99.4	Democratic
77003	99.4	Democratic
57035	99.4	Democratic
57016	99.4	Democratic
35032	99.4	Democratic
57026	99.4	Democratic
28001	99.5	Democratic
39048	99.5	Democratic
57031	99.5	Democratic
32048	99.5	Democratic
39043	99.5	Democratic
43025	99.5	Democratic
34012	99.5	Democratic
32024	99.5	Democratic
67069	99.5	Democratic
29062	99.5	Democratic
77062	99.5	Democratic
66020	99.5	Democratic
61032	99.5	Democratic
83006	99.5	Democratic
83011	99.5	Democratic
32026	99.5	Democratic
83030	99.5	Democratic
83038	99.5	Democratic
83042	99.5	Democratic
83049	99.5	Democratic
39023	99.5	Democratic
83073	99.5	Democratic
43046	99.5	Democratic
28030	99.5	Democratic
83083	99.5	Democratic
31062	99.5	Democratic
83031	99.5	Democratic
83053	99.5	Democratic
60073	99.5	Democratic
53002	99.5	Democratic
35006	99.5	Democratic
36063	99.5	Democratic
53060	99.5	Democratic
35013	99.5	Democratic
53054	99.5	Democratic
57034	99.5	Democratic
57036	99.5	Democratic
35039	99.5	Democratic
57050	99.5	Democratic
57056	99.5	Democratic
57069	99.5	Democratic
53023	99.5	Democratic
53077	99.5	Democratic
55079	99.5	Democratic
72003	99.5	Democratic
56005	99.5	Democratic
53004	99.5	Democratic
37006	99.5	Democratic
56006	99.5	Democratic
37014	99.5	Democratic
50016	99.5	Democratic
72079	99.5	Democratic
39002	99.5	Democratic
57093	99.5	Democratic
56041	99.5	Democratic
72049	99.5	Democratic
43008	99.5	Democratic
50036	99.5	Democratic
50039	99.5	Democratic
53005	99.5	Democratic
34040	99.5	Democratic
72061	99.5	Democratic
43011	99.5	Democratic
83015	99.6	Democratic
31007	99.6	Democratic
36030	99.6	Democratic
31008	99.6	Democratic
31009	99.6	Democratic
36031	99.6	Democratic
83018	99.6	Democratic
31002	99.6	Democratic
39015	99.6	Democratic
35044	99.6	Democratic
35038	99.6	Democratic
34050	99.6	Democratic
34038	99.6	Democratic
34035	99.6	Democratic
34023	99.6	Democratic
34001	99.6	Democratic
34004	99.6	Democratic
34005	99.6	Democratic
34020	99.6	Democratic
61010	99.6	Democratic
35009	99.6	Democratic
43051	99.6	Democratic
83032	99.6	Democratic
32019	99.6	Democratic
32032	99.6	Democratic
43012	99.6	Democratic
39005	99.6	Democratic
39041	99.6	Democratic
39034	99.6	Democratic
39033	99.6	Democratic
39010	99.6	Democratic
32073	99.6	Democratic
32077	99.6	Democratic
39018	99.6	Democratic
32011	99.6	Democratic
43029	99.6	Democratic
37077	99.6	Democratic
36064	99.6	Democratic
37035	99.6	Democratic
31026	99.6	Democratic
37048	99.6	Democratic
83071	99.6	Democratic
83076	99.6	Democratic
43054	99.6	Democratic
83079	99.6	Democratic
39017	99.6	Democratic
31013	99.6	Democratic
31047	99.6	Democratic
83082	99.6	Democratic
31053	99.6	Democratic
31058	99.6	Democratic
37067	99.6	Democratic
37068	99.6	Democratic
83081	99.6	Democratic
39008	99.6	Democratic
28078	99.6	Democratic
58066	99.6	Democratic
56013	99.6	Democratic
28068	99.6	Democratic
56030	99.6	Democratic
29003	99.6	Democratic
29014	99.6	Democratic
28060	99.6	Democratic
28050	99.6	Democratic
57027	99.6	Democratic
57011	99.6	Democratic
57045	99.6	Democratic
57059	99.6	Democratic
56062	99.6	Democratic
57083	99.6	Democratic
57084	99.6	Democratic
58027	99.6	Democratic
28041	99.6	Democratic
58034	99.6	Democratic
58041	99.6	Democratic
58046	99.6	Democratic
56034	99.6	Democratic
28048	99.6	Democratic
57022	99.6	Democratic
72047	99.6	Democratic
29041	99.6	Democratic
72053	99.6	Democratic
72011	99.6	Democratic
53003	99.6	Democratic
72048	99.6	Democratic
29072	99.6	Democratic
29049	99.6	Democratic
72042	99.6	Democratic
72041	99.6	Democratic
72034	99.6	Democratic
72013	99.6	Democratic
72031	99.6	Democratic
29066	99.6	Democratic
72029	99.6	Democratic
29018	99.6	Democratic
67046	99.6	Democratic
66037	99.6	Democratic
72030	99.6	Democratic
53032	99.6	Democratic
53031	99.6	Democratic
53021	99.6	Democratic
53028	99.6	Democratic
53027	99.6	Democratic
53025	99.6	Democratic
67043	99.6	Democratic
50046	99.6	Democratic
72005	99.6	Democratic
57021	99.7	Democratic
56048	99.7	Democratic
56068	99.7	Democratic
57008	99.7	Democratic
56072	99.7	Democratic
56049	99.7	Democratic
56077	99.7	Democratic
34018	99.7	Democratic
56042	99.7	Democratic
53070	99.7	Democratic
53030	99.7	Democratic
56046	99.7	Democratic
56012	99.7	Democratic
56032	99.7	Democratic
66010	99.7	Democratic
56035	99.7	Democratic
56039	99.7	Democratic
56040	99.7	Democratic
56018	99.7	Democratic
58037	99.7	Democratic
57040	99.7	Democratic
72035	99.7	Democratic
37038	99.7	Democratic
57041	99.7	Democratic
57053	99.7	Democratic
35048	99.7	Democratic
35051	99.7	Democratic
36006	99.7	Democratic
57066	99.7	Democratic
57080	99.7	Democratic
36009	99.7	Democratic
36017	99.7	Democratic
58001	99.7	Democratic
58006	99.7	Democratic
58021	99.7	Democratic
36038	99.7	Democratic
58031	99.7	Democratic
58052	99.7	Democratic
35020	99.7	Democratic
43001	99.7	Democratic
31003	99.7	Democratic
31064	99.7	Democratic
29056	99.7	Democratic
32001	99.7	Democratic
50038	99.7	Democratic
43014	99.7	Democratic
43031	99.7	Democratic
32005	99.7	Democratic
66057	99.7	Democratic
29046	99.7	Democratic
43028	99.7	Democratic
32072	99.7	Democratic
29037	99.7	Democratic
32021	99.7	Democratic
29010	99.7	Democratic
32065	99.7	Democratic
32025	99.7	Democratic
29031	99.7	Democratic
32061	99.7	Democratic
32059	99.7	Democratic
32057	99.7	Democratic
32045	99.7	Democratic
29025	99.7	Democratic
32034	99.7	Democratic
29022	99.7	Democratic
29063	99.7	Democratic
66036	99.7	Democratic
29024	99.7	Democratic
31046	99.7	Democratic
31043	99.7	Democratic
43048	99.7	Democratic
31015	99.7	Democratic
31011	99.7	Democratic
43049	99.7	Democratic
43061	99.7	Democratic
57090	99.8	Democratic
66045	99.8	Democratic
75060	100.0	Republican
75061	100.0	Democratic
77002	100.0	Democratic
70069	100.0	Democratic
70064	100.0	Democratic
74005	100.0	Democratic
77064	100.0	Democratic
77052	100.0	Democratic
79012	100.0	Democratic
79036	100.0	Democratic
79040	100.0	Democratic
81008	100.0	Democratic
80075	100.0	Democratic
56056	100.0	Democratic
56060	100.0	Democratic
56062	100.0	Democratic
79078	100.0	Democratic
56076	100.0	Democratic
79074	100.0	Democratic
79060	100.0	Democratic
66017	100.0	Democratic
66016	100.0	Democratic
65017	100.0	Democratic
59009	100.0	Democratic
68045	100.0	Democratic
60023	100.0	Democratic
68049	100.0	Democratic
84079	100.0	Democratic
79078	100.0	Democratic
82108	100.0	Democratic
82106	100.0	Democratic
81107	100.0	Democratic
67100	100.0	Democratic
78042	100.0	Democratic
86043	100.0	Democratic
86042	100.0	Democratic
87064	100.0	Democratic
81018	100.0	Democratic
51056	100.0	Democratic
75093	100.0	Democratic
42033	100.0	Democratic
51046	100.0	Democratic
37003	100.0	Democratic
37013	100.0	Democratic
37014	100.0	Democratic
37051	100.0	Democratic
54078	100.0	Republican
55013	100.0	Democratic
55036	100.0	Democratic
55060	100.0	Democratic
55061	100.0	Democratic
55073	100.0	Democratic
41026	100.0	Democratic
41040	100.0	Democratic
52063	100.0	Democratic
54018	100.0	Democratic
46037	100.0	Democratic
46076	100.0	Democratic
42014	100.0	Democratic
42032	100.0	Democratic
87021	100.0	Democratic
87008	100.0	Democratic
86058	100.0	Democratic
86043	100.0	Democratic
86021	100.0	Democratic
86001	100.0	Democratic
86060	100.0	Democratic
87064	100.0	Democratic
85028	100.0	Democratic
84079	100.0	Democratic
82054	100.0	Democratic
81107	100.0	Democratic
81100	100.0	Democratic
81045	100.0	Democratic
56027	100.0	Democratic
40010	100.0	Democratic
56030	100.0	Democratic
84076	100.0	Democratic
84018	100.0	Democratic
83037	100.0	Democratic
82106	100.0	Democratic
56009	100.0	Democratic
52063	100.0	Democratic
27031	100.0	Democratic
27010	100.0	Democratic
26041	100.0	Democratic
25064	100.0	Democratic
52102	100.0	Democratic
54001	100.0	Democratic
25034	100.0	Democratic
54014	100.0	Democratic
54017	100.0	Democratic
54018	100.0	Democratic
54026	100.0	Democratic
54027	100.0	Democratic
54069	100.0	Democratic
55005	100.0	Democratic
55008	100.0	Democratic
51046	100.0	Democratic
51025	100.0	Democratic
43027	100.0	Democratic
43028	100.0	Democratic
43032	100.0	Democratic
43050	100.0	Democratic
43069	100.0	Democratic
44040	100.0	Democratic
47004	100.0	Democratic
47035	100.0	Democratic
49015	100.0	Republican
50013	100.0	Democratic
50024	100.0	Democratic
50088	100.0	Democratic
51045	100.0	Democratic
55013	100.0	Democratic
55015	100.0	Democratic
55056	100.0	Democratic
55060	100.0	Democratic
55063	100.0	Democratic
55069	100.0	Democratic
55073	100.0	Democratic
55075	100.0	Democratic
55077	100.0	Democratic
55078	100.0	Democratic
55083	100.0	Democratic
55090	100.0	Democratic
55092	100.0	Democratic
55105	100.0	Democratic
55053	100.0	Democratic
23071	100.0	Democratic
55024	100.0	Democratic
55029	100.0	Democratic
55030	100.0	Democratic
55034	100.0	Democratic
55036	100.0	Democratic
23022	100.0	Democratic
55038	100.0	Democratic
55051	100.0	Democratic
55052	100.0	Democratic
55003	100.0	Democratic
64092		Conservative
64094		Conservative
64095		Conservative
64097		Conservative
64054		Conservative
64056		Conservative
64058		Conservative
64059		Conservative
65082		Democratic
65200		Democratic
65201		Democratic
65202		Democratic
65203		Democratic
65204		Democratic
66200		Democratic
66201		Democratic
66202		Democratic
67003		Democratic
67005		Democratic
67009		Democratic
67016		Democratic
67019		Democratic
67022		Democratic
67023		Democratic
67024		Democratic
67025		Democratic
67026		Democratic
67027		Democratic
67029		Democratic
67030		Democratic
67031		Democratic
67033		Democratic
67034		Democratic
67035		Democratic
67036		Democratic
67038		Democratic
67040		Democratic
67042		Democratic
67048		Democratic
67049		Democratic
67050		Democratic
67051		Democratic
67053		Democratic
67059		Democratic
67061		Democratic
67062		Democratic
67064		Democratic
67076		Democratic
67078		Democratic
67085		Democratic
67090		Democratic
67094		Democratic
67096		Democratic
67097		Democratic
67098		Democratic
67099		Democratic
67100		Democratic
67200		Democratic
67201		Democratic
67202		Democratic
68095		Democratic
68096		Democratic
68200		Democratic
68201		Democratic
68202		Democratic
68203		Democratic
68204		Democratic
68205		Democratic
68206		Democratic
68207		Democratic
69002		Democratic
69005		Democratic
69007		Democratic
69008		Democratic
69009		Democratic
69012		Democratic
69013		Democratic
69017		Democratic
69019		Democratic
69023		Democratic
69028		Democratic
69029		Democratic
69034		Democratic
69036		Democratic
69042		Democratic
69043		Democratic
69046		Democratic
69052		Democratic
69053		Democratic
69056		Democratic
69057		Democratic
69058		Democratic
69059		Democratic
69066		Democratic
69068		Democratic
69071		Democratic
69082		Democratic
69083		Democratic
69084		Democratic
69085		Democratic
69086		Democratic
69089		Democratic
69094		Democratic
69096		Democratic
69097		Democratic
69098		Democratic
69101		Democratic
69102		Democratic
69103		Democratic
69200		Democratic
69201		Democratic
69202		Democratic
69203		Democratic
70066		Democratic
70200		Democratic
70201		Democratic
70202		Democratic
71093		Democratic
71200		Democratic
71201		Democratic
72200		Democratic
72201		Democratic
72202		Democratic
72203		Democratic
72204		Democratic
72205		Democratic
74200		Democratic
74201		Democratic
74202		Democratic
74203		Democratic
74204		Democratic
74205		Democratic
75059		Democratic
75093		Democratic
75200		Democratic
75201		Democratic
75202		Democratic
75203		Democratic
75204		Democratic
75205		Democratic
76200		Democratic
76201		Democratic
76202		Democratic
76203		Democratic
76204		Democratic
76205		Democratic
76206		Democratic
76207		Democratic
77069		Conservative
77070		Conservative
78042		Democratic
78055		Democratic
78056		Democratic
78057		Democratic
79080		Conservative
79081		Conservative
80088		Conservative
80089		Conservative
80092		Conservative
81102		Conservative
81103		Conservative
81104		Conservative
81105		Conservative
81106		Conservative
82108		Conservative
82111		Conservative
82117		Conservative
83012		Conservative
83068		Conservative
84053		Conservative
85035		Conservative
85071		Conservative
85072		Conservative
85076		Conservative
86042		Conservative
87043		Conservative
87090		Conservative
87091		Conservative
87092		Conservative
87093		Conservative
87094		Conservative
87095		Conservative
41092		Conservative
44082		Conservative
44083		Conservative
44084		Conservative
45076		Conservative
45077		Conservative
46037		Conservative
46075		Conservative
46077		Conservative
47069		Conservative
47070		Conservative
49065		Conservative
50095		Democratic
50096		Democratic
50097		Democratic
51018		Conservative
51048		Conservative
51076		Conservative
52109		Conservative
52111		Conservative
52112		Conservative
52114		Conservative
53003		Democratic
53005		Democratic
53006		Democratic
53007		Democratic
53008		Democratic
53010		Democratic
53013		Democratic
53014		Democratic
53015		Democratic
53019		Democratic
53022		Democratic
53024		Democratic
53025		Democratic
53026		Democratic
53027		Democratic
53028		Democratic
53029		Democratic
53031		Democratic
53034		Democratic
53038		Democratic
53039		Democratic
53040		Democratic
53041		Democratic
53042		Democratic
53043		Democratic
53048		Democratic
53050		Democratic
53052		Democratic
53057		Democratic
53061		Democratic
53062		Democratic
53067		Democratic
53068		Democratic
53070		Democratic
53071		Democratic
53072		Democratic
53075		Democratic
53079		Democratic
53081		Democratic
53082		Democratic
54078		Conservative
55039		Democratic
55061		Democratic
55106		Democratic
55107		Democratic
55108		Democratic
56081		Democratic
57001		Democratic
57002		Democratic
57003		Democratic
57005		Democratic
57006		Democratic
57008		Democratic
57010		Democratic
57012		Democratic
57013		Democratic
57017		Democratic
57018		Democratic
57022		Democratic
57023		Democratic
57027		Democratic
57030		Democratic
57032		Democratic
57033		Democratic
57034		Democratic
57036		Democratic
57039		Democratic
57045		Democratic
57046		Democratic
57049		Democratic
57050		Democratic
57051		Democratic
57054		Democratic
57058		Democratic
57059		Democratic
